id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
40362913,30000.0,30000.0,30000.0, 36 months,8.19,942.73,A,A5,Analyst,3 years,OWN,141000.0,Verified,Feb-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=40362913,,credit_card,Credit card refinancing,223xx,VA,14.82,1.0,Nov-1998,705.0,709.0,0.0,5.0,,14.0,0.0,30669.0,57.0,26.0,f,0.0,0.0,32855.0000026397,32855.0,30000.0,2855.0,0.0,0.0,0.0,Jul-2016,17798.62,,Aug-2016,739.0,735.0,0.0,,1.0,Individual,,,,0.0,0.0,730184.0,,,,,,,,,,,,53800.0,,,,1.0,56168.0,19780.0,60.4,0.0,0.0,87.0,195.0,15.0,15.0,10.0,37.0,,1.0,,0.0,4.0,5.0,6.0,9.0,4.0,8.0,12.0,5.0,14.0,0.0,0.0,0.0,0.0,92.3,20.0,0.0,0.0,852281.0,49670.0,50000.0,62898.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
117188400,2800.0,2800.0,2800.0, 36 months,10.91,91.55,B,B4,Gardening Specialist,4 years,RENT,43000.0,Source Verified,Aug-2017,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=117188400,,credit_card,Credit card refinancing,949xx,CA,25.51,0.0,Dec-1997,715.0,719.0,0.0,,,8.0,0.0,14874.0,74.4,10.0,w,0.0,0.0,2951.3494524889,2951.35,2800.0,151.35,0.0,0.0,0.0,Feb-2018,2495.3,,Jul-2018,824.0,820.0,0.0,,1.0,Individual,,,,0.0,0.0,23816.0,0.0,2.0,0.0,0.0,26.0,8942.0,34.0,0.0,3.0,5813.0,51.0,20000.0,0.0,0.0,0.0,3.0,2977.0,1126.0,93.0,0.0,0.0,42.0,236.0,15.0,15.0,0.0,15.0,,18.0,,0.0,4.0,4.0,4.0,6.0,2.0,6.0,8.0,4.0,8.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,46365.0,23816.0,16000.0,26365.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
61332438,19200.0,19200.0,19200.0, 36 months,15.61,671.33,D,D1,Admin intern/asst principal,10+ years,RENT,63500.0,Verified,Oct-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=61332438,,credit_card,Credit card refinancing,640xx,MO,23.21,0.0,Aug-1998,700.0,704.0,2.0,,,12.0,0.0,11196.0,76.2,18.0,w,0.0,0.0,24280.614897811804,24280.61,19200.0,5047.04,33.57,0.0,0.0,Nov-2018,723.78,,Mar-2019,674.0,670.0,0.0,,1.0,Individual,,,,0.0,0.0,49833.0,,,,,,,,,,,,14700.0,,,,9.0,4153.0,351.0,96.4,0.0,0.0,144.0,206.0,4.0,4.0,0.0,4.0,,4.0,,0.0,4.0,5.0,4.0,6.0,8.0,6.0,10.0,5.0,12.0,0.0,0.0,0.0,4.0,100.0,100.0,0.0,0.0,80334.0,49833.0,9700.0,65634.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1363961,23275.0,23275.0,23025.0, 60 months,20.5,623.14,E,E2,Alliance Coal - Excel 3A,2 years,MORTGAGE,90000.0,Verified,Jun-2012,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1363961,"  Borrower added on 06/14/12 > It is to consolidate our debts into one payment.<br><br>  Borrower added on 06/14/12 > By allowing us to consolidate our debt into one payment, would help us out tremendoulsy and give us a better financial future.  Thank you for your help.<br><br>  Borrower added on 06/14/12 > Also by allowing us to borrow this amount, it will help to assist us in paying off our daughter's braces.<br><br> Borrower added on 06/15/12 > This consolidation will also allow us to pay on our daughter's braces as well as pay off our primary vehicle.  Thank you so much for your help.  It will be gratefully appreciated.<br>",debt_consolidation,Just what I need,415xx,KY,16.44,0.0,Feb-2000,675.0,679.0,0.0,,,11.0,0.0,7441.0,56.8,20.0,f,0.0,0.0,31608.3730119866,31268.86,23275.0,8333.37,0.0,0.0,0.0,Jun-2014,17288.11,,Mar-2018,759.0,755.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,4.0,,2635.0,61.8,0.0,0.0,,,,,1.0,11.0,,8.0,,,,,4.0,,,,,,11.0,,,,,,50.0,0.0,0.0,,24341.0,6900.0,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
92339672,15000.0,15000.0,15000.0, 36 months,11.49,494.57,B,B5,Estimator,5 years,RENT,70000.0,Not Verified,Nov-2016,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=92339672,,credit_card,Debt consolidation,600xx,IL,15.94,0.0,Jan-2003,670.0,674.0,1.0,49.0,,13.0,0.0,18835.0,78.0,15.0,w,0.0,0.0,12221.27,12221.27,8546.19,2262.53,0.0,1412.55,254.259,Sep-2018,494.57,,Dec-2018,509.0,505.0,0.0,,1.0,Individual,,,,0.0,0.0,128332.0,3.0,1.0,1.0,1.0,2.0,15532.0,100.0,3.0,5.0,3935.0,78.0,24200.0,0.0,0.0,1.0,6.0,9871.0,2960.0,89.0,0.0,0.0,124.0,87.0,3.0,2.0,1.0,3.0,49.0,3.0,49.0,0.0,5.0,11.0,4.0,5.0,2.0,11.0,12.0,9.0,13.0,,0.0,0.0,4.0,93.0,80.0,0.0,0.0,157032.0,34367.0,14800.0,15532.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
70283528,2300.0,2300.0,2300.0, 36 months,18.25,83.44,D,D3,Hydro Pulper,5 years,RENT,42000.0,Source Verified,Feb-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=70283528,,debt_consolidation,,446xx,OH,15.69,0.0,May-2011,665.0,669.0,1.0,,33.0,5.0,1.0,1444.0,57.8,6.0,f,0.0,0.0,3011.9703964035,3011.97,2300.0,711.97,0.0,0.0,0.0,Feb-2019,83.41,,Feb-2019,614.0,610.0,0.0,,1.0,Individual,,,,0.0,0.0,16867.0,1.0,2.0,1.0,1.0,7.0,15423.0,75.0,2.0,3.0,615.0,73.0,2500.0,0.0,0.0,4.0,4.0,3373.0,356.0,72.6,0.0,0.0,57.0,16.0,6.0,6.0,0.0,6.0,,2.0,,0.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,0.0,0.0,0.0,3.0,100.0,50.0,1.0,0.0,23196.0,16867.0,1300.0,20696.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
5875348,9450.0,9450.0,9450.0, 36 months,12.35,315.46,B,B4,Progressive Insurance ,10+ years,RENT,45000.0,Not Verified,Jul-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=5875348,  Borrower added on 06/19/13 > I need the loan to pay off high interest credit cards.<br>,credit_card,Credit card refinancing,335xx,FL,24.84,0.0,Apr-1994,685.0,689.0,1.0,52.0,117.0,14.0,1.0,6876.0,27.3,25.0,f,0.0,0.0,11285.7799897159,11285.78,9450.0,1835.78,0.0,0.0,0.0,Dec-2015,2452.9,,May-2017,794.0,790.0,0.0,52.0,1.0,Individual,,,,0.0,0.0,14044.0,,,,,,,,,,,,25200.0,,,,5.0,1170.0,5259.0,42.2,0.0,0.0,157.0,233.0,4.0,4.0,2.0,4.0,,4.0,,2.0,3.0,8.0,4.0,8.0,3.0,13.0,20.0,8.0,14.0,0.0,0.0,0.0,3.0,92.0,33.3,1.0,0.0,52103.0,14044.0,9100.0,26903.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
125985143,30000.0,30000.0,30000.0, 60 months,24.85,877.91,E,E3,PTA,4 years,RENT,40000.0,Not Verified,Dec-2017,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=125985143,,other,Other,481xx,MI,9.45,1.0,Oct-2006,685.0,689.0,0.0,8.0,,8.0,0.0,238.0,6.4,12.0,w,0.0,0.0,30029.402499999906,30029.4,30000.0,29.4,0.0,0.0,0.0,Dec-2017,30070.82,,Dec-2017,689.0,685.0,0.0,8.0,1.0,Individual,,,,0.0,590.0,5152.0,1.0,2.0,0.0,0.0,34.0,4914.0,36.0,1.0,2.0,0.0,29.0,3700.0,0.0,2.0,0.0,2.0,644.0,,,0.0,0.0,93.0,134.0,4.0,4.0,0.0,,,24.0,8.0,1.0,0.0,1.0,0.0,1.0,3.0,6.0,9.0,1.0,8.0,0.0,0.0,1.0,1.0,75.0,,0.0,0.0,17514.0,5152.0,0.0,13814.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
38470413,17225.0,17225.0,17225.0, 36 months,14.31,591.31,C,C4,Executive Assistant,8 years,MORTGAGE,110000.0,Source Verified,Jan-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=38470413,,debt_consolidation,Debt consolidation,945xx,CA,13.29,2.0,Jan-1987,660.0,664.0,0.0,1.0,,10.0,0.0,40327.0,81.8,22.0,f,0.0,0.0,20688.2461049585,20688.25,17225.0,3463.25,0.0,0.0,0.0,Dec-2016,7706.82,,Dec-2016,694.0,690.0,0.0,,1.0,Individual,,,,1.0,0.0,762897.0,,,,,,,,,,,,49300.0,,,,4.0,95362.0,2604.0,93.1,0.0,359.0,24.0,336.0,2.0,2.0,2.0,14.0,5.0,,5.0,0.0,3.0,5.0,4.0,11.0,1.0,8.0,19.0,5.0,9.0,0.0,1.0,0.0,1.0,86.4,66.7,0.0,0.0,810932.0,53280.0,37500.0,19875.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
40580822,10800.0,10800.0,10800.0, 60 months,16.49,265.46,D,D3,receptionist ,10+ years,MORTGAGE,32000.0,Verified,Jan-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=40580822,,other,Other,272xx,NC,10.65,1.0,Aug-2001,660.0,664.0,0.0,12.0,100.0,10.0,1.0,4610.0,59.9,32.0,w,0.0,0.0,2369.34,2369.34,974.79,1394.55,0.0,0.0,0.0,Dec-2015,265.45,,Oct-2018,594.0,590.0,0.0,74.0,1.0,Individual,,,,0.0,0.0,4610.0,,,,,,,,,,,,7700.0,,,,8.0,461.0,197.0,92.7,0.0,0.0,127.0,161.0,13.0,9.0,1.0,18.0,12.0,7.0,12.0,1.0,4.0,8.0,4.0,8.0,16.0,10.0,15.0,8.0,10.0,0.0,0.0,0.0,1.0,90.6,100.0,1.0,0.0,7700.0,4610.0,2700.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
74161321,24000.0,24000.0,24000.0, 36 months,10.75,782.9,B,B4,technician,4 years,OWN,55000.0,Verified,Mar-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=74161321,,debt_consolidation,Debt consolidation,088xx,NJ,15.82,0.0,Jun-2010,700.0,704.0,0.0,,,8.0,0.0,7456.0,64.8,8.0,w,0.0,0.0,25687.51,25687.51,24000.0,1687.51,0.0,0.0,0.0,Nov-2016,20221.54,,Sep-2018,684.0,680.0,0.0,,1.0,Individual,,,,0.0,0.0,28320.0,0.0,5.0,1.0,1.0,11.0,20864.0,65.0,0.0,1.0,4276.0,65.0,11500.0,0.0,0.0,1.0,2.0,3540.0,4044.0,64.8,0.0,0.0,69.0,45.0,22.0,11.0,0.0,22.0,,11.0,,0.0,2.0,2.0,3.0,3.0,5.0,3.0,3.0,2.0,8.0,0.0,0.0,0.0,1.0,100.0,33.3,0.0,0.0,43718.0,28320.0,11500.0,32218.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68496864,18000.0,18000.0,18000.0, 36 months,7.49,559.83,A,A4,Sr. Designer,3 years,MORTGAGE,83000.0,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68496864,,debt_consolidation,Debt consolidation,236xx,VA,7.93,0.0,Nov-1988,700.0,704.0,1.0,,,17.0,0.0,13186.0,24.1,28.0,w,0.0,0.0,20108.5024719166,20108.5,18000.0,2108.5,0.0,0.0,0.0,Jan-2019,497.74,,Jan-2019,689.0,685.0,0.0,,1.0,Individual,,,,0.0,166.0,218712.0,1.0,0.0,0.0,0.0,77.0,0.0,,0.0,0.0,4314.0,29.0,54800.0,0.0,5.0,1.0,2.0,14581.0,25008.0,19.1,0.0,0.0,90.0,204.0,25.0,3.0,6.0,25.0,,5.0,,0.0,3.0,8.0,5.0,7.0,2.0,13.0,19.0,9.0,17.0,0.0,0.0,0.0,1.0,100.0,40.0,0.0,0.0,268635.0,18056.0,30900.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
73232187,17600.0,17600.0,17600.0, 36 months,5.32,530.03,A,A1,CEO,1 year,MORTGAGE,200000.0,Verified,Mar-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=73232187,,debt_consolidation,Debt consolidation,754xx,TX,5.89,0.0,Aug-1991,745.0,749.0,1.0,72.0,,9.0,0.0,12814.0,22.1,32.0,w,0.0,0.0,18961.5289265792,18961.53,17600.0,1361.53,0.0,0.0,0.0,May-2018,5715.98,,Nov-2018,739.0,735.0,0.0,,1.0,Individual,,,,0.0,0.0,360791.0,2.0,1.0,1.0,1.0,12.0,32260.0,,2.0,4.0,8229.0,22.0,88000.0,0.0,0.0,6.0,6.0,40088.0,75186.0,22.1,0.0,0.0,152.0,294.0,1.0,1.0,7.0,1.0,,1.0,,0.0,5.0,5.0,5.0,11.0,8.0,6.0,16.0,5.0,8.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,458945.0,45074.0,88000.0,37808.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
46655446,27450.0,27450.0,27450.0, 60 months,12.29,614.65,C,C1,TELECOMMUNICATIONS MECHANIC,3 years,MORTGAGE,55000.0,Source Verified,May-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=46655446,,debt_consolidation,Debt consolidation,956xx,CA,25.14,0.0,Jul-1999,745.0,749.0,0.0,,,12.0,0.0,26203.0,42.1,26.0,w,0.0,0.0,34232.5687753919,34232.57,27450.0,6782.57,0.0,0.0,0.0,Nov-2017,16426.46,,Nov-2017,759.0,755.0,0.0,,1.0,Individual,,,,0.0,0.0,215615.0,,,,,,,,,,,,62300.0,,,,5.0,17968.0,18800.0,56.0,0.0,0.0,132.0,190.0,23.0,9.0,3.0,77.0,,9.0,,0.0,4.0,7.0,4.0,6.0,9.0,9.0,14.0,7.0,12.0,0.0,0.0,0.0,2.0,100.0,50.0,0.0,0.0,260102.0,54960.0,42700.0,35330.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
43034314,22000.0,22000.0,22000.0, 36 months,6.92,678.5,A,A4,Sr Manager,7 years,MORTGAGE,150000.0,Source Verified,Mar-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=43034314,,credit_card,Credit card refinancing,986xx,WA,9.77,2.0,Jul-1997,660.0,664.0,0.0,13.0,,20.0,0.0,18878.0,62.5,36.0,w,0.0,0.0,24408.749803504,24408.75,22000.0,2408.75,0.0,0.0,0.0,Mar-2018,678.17,,Mar-2018,649.0,645.0,0.0,32.0,1.0,Individual,,,,0.0,4523.0,445660.0,,,,,,,,,,,,30200.0,,,,4.0,26215.0,3173.0,80.2,0.0,0.0,138.0,212.0,15.0,15.0,4.0,78.0,,15.0,13.0,1.0,5.0,12.0,5.0,6.0,11.0,17.0,21.0,12.0,20.0,0.0,0.0,0.0,0.0,91.7,80.0,0.0,0.0,568762.0,39466.0,16000.0,31017.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
84476006,20000.0,20000.0,20000.0, 60 months,14.49,470.47,C,C4,Senior Account Manager,9 years,OWN,61000.0,Verified,Jul-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=84476006,,debt_consolidation,Debt consolidation,603xx,IL,32.58,0.0,Apr-1999,685.0,689.0,0.0,54.0,,15.0,0.0,25010.0,63.6,30.0,w,0.0,0.0,21755.395838071898,21755.4,20000.0,1755.4,0.0,0.0,0.0,Feb-2017,18948.68,,Mar-2019,774.0,770.0,0.0,,1.0,Individual,,,,0.0,0.0,43849.0,1.0,5.0,0.0,1.0,21.0,18839.0,38.0,1.0,2.0,4945.0,50.0,39300.0,1.0,3.0,1.0,3.0,2923.0,1643.0,89.7,0.0,0.0,165.0,207.0,2.0,2.0,0.0,17.0,,12.0,54.0,0.0,5.0,9.0,5.0,6.0,16.0,10.0,13.0,9.0,15.0,0.0,0.0,0.0,1.0,93.1,100.0,0.0,0.0,88566.0,43849.0,15900.0,49266.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
83943346,25000.0,25000.0,25000.0, 60 months,14.49,588.08,C,C4,superintendent,10+ years,MORTGAGE,92000.0,Verified,Jul-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=83943346,,debt_consolidation,Debt consolidation,970xx,OR,8.53,1.0,Mar-1990,680.0,684.0,0.0,20.0,,9.0,0.0,23767.0,61.4,16.0,w,0.0,0.0,30842.255949899,30842.26,25000.0,5842.26,0.0,0.0,0.0,Jun-2018,18532.83,,Mar-2019,649.0,645.0,0.0,,1.0,Individual,,,,0.0,0.0,438558.0,1.0,0.0,1.0,1.0,11.0,0.0,,0.0,1.0,8447.0,61.0,38700.0,1.0,1.0,3.0,3.0,48729.0,14933.0,61.4,0.0,0.0,129.0,315.0,18.0,6.0,2.0,18.0,20.0,8.0,20.0,0.0,7.0,7.0,8.0,10.0,2.0,8.0,12.0,7.0,9.0,0.0,0.0,0.0,2.0,87.5,50.0,0.0,0.0,455700.0,23767.0,38700.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
5949386,9600.0,9600.0,9600.0, 36 months,10.64,312.66,B,B2,city of farmington hills,10+ years,MORTGAGE,80000.0,Not Verified,Jul-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=5949386,"  Borrower added on 06/28/13 > Bill Consolation  to get a lower interest rate which Lending Club has,   so I can  pay off other  credit cards  , and close them out ,   which are at  a higher rate .<br>",debt_consolidation,debt solution,483xx,MI,19.49,1.0,Mar-1960,690.0,694.0,0.0,9.0,,14.0,0.0,36717.0,56.6,37.0,f,0.0,0.0,11006.2800057661,11006.28,9600.0,1406.28,0.0,0.0,0.0,May-2015,4444.97,,Mar-2019,699.0,695.0,0.0,,1.0,Individual,,,,0.0,0.0,232620.0,,,,,,,,,,,,64900.0,,,,6.0,16616.0,6823.0,74.6,0.0,0.0,147.0,649.0,3.0,3.0,3.0,3.0,,12.0,,0.0,8.0,10.0,9.0,19.0,10.0,11.0,23.0,10.0,14.0,0.0,0.0,0.0,2.0,94.0,66.7,0.0,0.0,303617.0,41923.0,26900.0,11517.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
51217141,7000.0,7000.0,7000.0, 36 months,14.65,241.46,C,C5,Boiler Plant Operated,< 1 year,MORTGAGE,42000.0,Verified,Jul-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=51217141,,debt_consolidation,Debt consolidation,718xx,AR,9.09,0.0,Oct-2004,660.0,664.0,1.0,71.0,62.0,6.0,1.0,3235.0,37.2,11.0,w,0.0,0.0,8599.8547451193,8599.85,7000.0,1599.85,0.0,0.0,0.0,Dec-2017,1696.64,,Mar-2019,769.0,765.0,0.0,71.0,1.0,Individual,,,,0.0,0.0,5693.0,,,,,,,,,,,,8700.0,,,,5.0,949.0,1438.0,65.8,0.0,0.0,129.0,116.0,3.0,3.0,0.0,11.0,,3.0,,1.0,2.0,3.0,2.0,3.0,5.0,5.0,6.0,3.0,6.0,0.0,0.0,0.0,3.0,90.9,0.0,0.0,1.0,13000.0,5693.0,4200.0,4300.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
66034140,25000.0,25000.0,24950.0, 60 months,12.59,563.6,C,C2,Area sales manager,4 years,MORTGAGE,69000.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=66034140,,credit_card,Credit card refinancing,446xx,OH,32.1,0.0,Mar-1999,670.0,674.0,0.0,75.0,69.0,12.0,1.0,9138.0,54.4,43.0,w,0.0,0.0,32221.3664903828,32156.92,25000.0,7221.37,0.0,0.0,0.0,Dec-2018,12503.63,,Mar-2019,714.0,710.0,0.0,,1.0,Individual,,,,0.0,1512.0,66243.0,,,,,,,,,,,,16800.0,,,,8.0,6022.0,2390.0,63.8,0.0,0.0,200.0,181.0,2.0,2.0,3.0,34.0,,7.0,,0.0,2.0,5.0,2.0,10.0,23.0,7.0,17.0,5.0,12.0,0.0,0.0,0.0,3.0,97.0,0.0,1.0,0.0,92758.0,66243.0,6600.0,75958.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1016510,27250.0,27250.0,27218.73908191124, 36 months,8.9,865.28,A,A5,Design Interiors/Tampa Wholesale Furnitu,3 years,MORTGAGE,63200.0,Source Verified,Nov-2011,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1016510,,credit_card,Credit Card Loan,337xx,FL,23.41,0.0,Oct-1993,735.0,739.0,0.0,,,12.0,0.0,43527.0,46.4,31.0,f,0.0,0.0,31149.87545961669,31113.4,27250.0,3899.88,0.0,0.0,0.0,Dec-2014,877.63,,Jan-2017,734.0,730.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
20057567,13600.0,13600.0,13600.0, 36 months,12.49,454.91,B,B5,,,RENT,40000.0,Source Verified,Jul-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=20057567,,credit_card,Credit card refinancing,114xx,NY,7.11,0.0,Oct-1997,710.0,714.0,0.0,,,11.0,0.0,10710.0,42.3,19.0,f,0.0,0.0,16343.0507642607,16343.05,13600.0,2743.05,0.0,0.0,0.0,Mar-2017,2240.84,,Nov-2017,744.0,740.0,0.0,,1.0,Individual,,,,0.0,0.0,10710.0,,,,,,,,,,,,25300.0,,,,5.0,1339.0,7318.0,58.9,0.0,0.0,54.0,200.0,8.0,8.0,0.0,8.0,,,,0.0,3.0,4.0,3.0,7.0,1.0,11.0,18.0,4.0,11.0,0.0,0.0,0.0,2.0,100.0,66.7,0.0,0.0,25300.0,10710.0,17800.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
3697500,24000.0,24000.0,24000.0, 36 months,8.9,762.08,A,A5,South Island P S D,10+ years,MORTGAGE,90000.0,Source Verified,Mar-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=3697500,  Borrower added on 03/11/13 > Credit card refinancing<br><br> Borrower added on 03/11/13 > Credit card refinancing<br><br> Borrower added on 03/11/13 > Credit card refinancing<br><br>  Borrower added on 03/14/13 > Credit card refinancing<br><br> Borrower added on 03/14/13 > Credit card refinancing<br><br> Borrower added on 03/14/13 > Credit card refinancing<br>,credit_card,My Loan,299xx,SC,21.85,0.0,Nov-1995,700.0,704.0,1.0,68.0,,17.0,0.0,43234.0,46.7,42.0,f,0.0,0.0,27434.760183323106,27434.76,24000.0,3434.76,0.0,0.0,0.0,Mar-2016,761.96,,Sep-2016,704.0,700.0,0.0,,1.0,Individual,,,,0.0,0.0,69842.0,,,,,,,,,,,,92500.0,,,,4.0,4108.0,26533.0,57.0,0.0,0.0,132.0,211.0,6.0,6.0,0.0,6.0,,2.0,,0.0,9.0,13.0,9.0,18.0,16.0,15.0,24.0,13.0,17.0,0.0,0.0,0.0,2.0,95.0,11.1,0.0,0.0,133986.0,69842.0,61700.0,41486.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
115422696,8000.0,8000.0,8000.0, 36 months,9.93,257.88,B,B2,HVAC Technician,2 years,MORTGAGE,39000.0,Source Verified,Aug-2017,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=115422696,,debt_consolidation,Debt consolidation,290xx,SC,20.18,1.0,Mar-2003,660.0,664.0,0.0,22.0,,7.0,0.0,12977.0,76.8,17.0,w,0.0,0.0,8964.9552452948,8964.96,8000.0,964.96,0.0,0.0,0.0,Feb-2019,4578.79,,Mar-2019,694.0,690.0,0.0,,1.0,Individual,,,,0.0,1671.0,113332.0,0.0,1.0,0.0,0.0,28.0,10231.0,57.0,0.0,0.0,7397.0,66.0,16900.0,0.0,0.0,0.0,0.0,16190.0,2035.0,85.0,0.0,0.0,127.0,173.0,75.0,28.0,1.0,80.0,,,,0.0,3.0,4.0,4.0,5.0,9.0,5.0,7.0,4.0,7.0,0.0,0.0,0.0,0.0,94.1,75.0,0.0,0.0,135573.0,23208.0,13600.0,18056.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
